,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.3507074453536458,-0.006837736265502411,-0.12362394683085291
carpenter,1.8961204923056054,0.1841347520014078,-0.1147022035546673
cashier,-0.5778717356631939,-0.06640294909659238,-0.0051150927627673206
ceo,0.8408460188459655,0.17411803391006556,-0.2224034690191976
cleaner,-0.6626977927205463,-0.03443286246582202,0.09133955287009517
cook,-0.2029952527383274,-0.0017185283641939185,0.5664318371473895
designer,-0.10987775753984917,-0.020322220055282857,0.24843113954435952
driver,1.0850091631409295,0.08927454979773526,-0.28742238193467823
lawyer,0.44484768140376535,0.04850141142544063,-0.08622110767663899
manager,0.4525654374413118,0.09565486305544774,-0.1043124322757724
receptionist,-1.6142212422958018,-0.20217945178873362,-0.11395100291482636
salesperson,0.735137606172209,0.050597867834843054,-0.4471109854826576
secretary,-1.8689025271346076,-0.2527138566976178,0.46720113102087535
teacher,-0.7686675366150663,-0.05767387329624509,0.13145896187520642
