predictor,unique_r2,relative_r2
profession_embedding_2,0.17823567458328038,0.5544765861252582
profession_embedding_9,0.026197281116609017,0.08149759599621516
lex_emb_norm,0.0226078074567303,0.07033103741825701
log_frequency,0.022588526833235423,0.07027105697764768
profession_embedding_10,0.022566104163824874,0.07020130188952829
profession_embedding_4,0.011500372175654028,0.03577671595787663
profession_embedding_8,0.009882978534116682,0.030745136803607517
C(syntactic_role),0.009528695287894906,0.029642990640412575
C(tense),0.009486132571238426,0.029510581514781135
profession_embedding_7,0.004161180354109617,0.01294509128092716
profession_embedding_3,0.0034942903106164325,0.010870450973920332
profession_embedding_5,0.0008347983183288887,0.0025969891983315075
profession_embedding_6,0.00011595257436203266,0.0003607189623234163
"C(dominance, Treatment(reference='-dom'))",0.00011345942275353682,0.0003529629718585246
profession_embedding_1,6.786431927285896e-05,0.00021112033916951468
"C(valence, Treatment(reference='-val'))",6.73958436533395e-05,0.00020966294988534703
