model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,frequency,lex_emb_norm,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,colonel,4215,1.1593514680862427,"A colonel acknowledged a parent. As for the colonel,",0.4157852828502655,0.019344709813594818,21.493486404418945,3.0677499771118164
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,colonel,4215,1.1593514680862427,"A colonel intrigued a parent. As for the colonel,",0.5135218501091003,0.016136329621076584,31.823955535888672,3.460219383239746
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,colonel,4215,1.1593514680862427,"A colonel directed a parent. As for the colonel,",0.3949315845966339,0.01398675050586462,28.236122131347656,3.340602159500122
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,colonel,4215,1.1593514680862427,"A colonel complimented a parent. As for the colonel,",0.5189090967178345,0.018208397552371025,28.498340606689453,3.3498458862304688
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,colonel,4215,1.1593514680862427,"A colonel commended a parent. As for the colonel,",0.5318767428398132,0.01036229357123375,51.32809066772461,3.9382381439208984
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,colonel,4215,1.1593514680862427,"A colonel alarmed a parent. As for the colonel,",0.49236226081848145,0.01613800972700119,30.509477615356445,3.4180374145507812
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,colonel,4215,1.1593514680862427,"A colonel intimidated a parent. As for the colonel,",0.4050396978855133,0.015627730637788773,25.918010711669922,3.2549381256103516
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,colonel,4215,1.1593514680862427,"A colonel rushed a parent. As for the colonel,",0.4700014889240265,0.013185993768274784,35.64399337768555,3.573580741882324
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,colonel,4215,1.1593514680862427,"A colonel commanded a parent. As for the colonel,",0.47701698541641235,0.019618744030594826,24.314348220825195,3.1910667419433594
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,colonel,4215,1.1593514680862427,"A colonel disliked a parent. As for the colonel,",0.5524877309799194,0.009172163903713226,60.23526382446289,4.098258018493652
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,colonel,4215,1.1593514680862427,"A colonel phoned a parent. As for the colonel,",0.46154722571372986,0.013195362873375416,34.977989196777344,3.5547189712524414
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,colonel,4215,1.1593514680862427,"A colonel challenged a parent. As for the colonel,",0.511488139629364,0.013452855870127678,38.02078628540039,3.6381330490112305
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,colonel,4215,1.1593514680862427,"A colonel surprised a parent. As for the colonel,",0.4983386993408203,0.01792055554687977,27.808218002319336,3.325331687927246
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,colonel,4215,1.1593514680862427,"A colonel hypnotized a parent. As for the colonel,",0.5146190524101257,0.006519927643239498,78.93017578125,4.368563652038574
EleutherAI/pythia-6.9b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,colonel,4215,1.1593514680862427,"A colonel resurrected a parent. As for the colonel,",0.4041897654533386,0.017841702327132225,22.65421485900879,3.1203458309173584
