,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.5914151164337291,0.007014878257488202,-0.10207089325375918
carpenter,2.7555394614153808,0.08269943805515761,-0.15950286353899312
cashier,-1.0895763070205315,0.03973740101731958,-0.009116197650333868
ceo,0.7342571696876765,-0.006970356039491809,-0.08737445762166109
cleaner,-0.9362277564311435,-0.0479138424463699,0.33850729201517915
cook,-0.2811673786424356,0.030731893623807724,0.3541740966626851
designer,0.1413500450262611,0.005169235927365081,-0.003713788150036742
driver,1.1256346227350658,-0.013946244134799075,-0.24298911974446474
lawyer,1.0376527779369258,0.036608400015918544,0.039886966324333584
manager,0.40287114823827036,-0.005645104551440559,-0.20132121003350062
receptionist,-1.8217541967053033,-0.04415471417281635,0.09383261125554607
salesperson,0.3323461411301709,-0.008094248004815625,-0.09425187376478575
secretary,-1.997991520576118,-0.018952811651024554,0.02847748110175152
teacher,-0.9943493231083094,-0.05628392589395313,0.0454619563900387
