model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,frequency,lex_emb_norm,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,colonel,4215,0.9903960824012756,"A colonel acknowledged a parent. As for the colonel,",0.42835453152656555,0.039875905960798264,10.742188453674316,2.374178886413574
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,colonel,4215,0.9903960824012756,"A colonel intrigued a parent. As for the colonel,",0.4291395843029022,0.03554268181324005,12.073922157287598,2.4910478591918945
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,colonel,4215,0.9903960824012756,"A colonel directed a parent. As for the colonel,",0.45319613814353943,0.03915741294622421,11.573699951171875,2.448735237121582
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,colonel,4215,0.9903960824012756,"A colonel complimented a parent. As for the colonel,",0.5360000133514404,0.027967378497123718,19.165185928344727,2.9530954360961914
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,colonel,4215,0.9903960824012756,"A colonel commended a parent. As for the colonel,",0.528734564781189,0.03563966974616051,14.835562705993652,2.6970272064208984
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,colonel,4215,0.9903960824012756,"A colonel alarmed a parent. As for the colonel,",0.45323610305786133,0.031105531379580498,14.570916175842285,2.679027557373047
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,colonel,4215,0.9903960824012756,"A colonel intimidated a parent. As for the colonel,",0.49727389216423035,0.021561117842793465,23.06345558166504,3.138249397277832
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,colonel,4215,0.9903960824012756,"A colonel rushed a parent. As for the colonel,",0.48225128650665283,0.0378662571310997,12.735647201538086,2.544404983520508
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,colonel,4215,0.9903960824012756,"A colonel commanded a parent. As for the colonel,",0.4629175066947937,0.04175306484103203,11.087030410766602,2.405776023864746
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,colonel,4215,0.9903960824012756,"A colonel disliked a parent. As for the colonel,",0.5559451580047607,0.01942499913275242,28.620086669921875,3.3541088104248047
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,colonel,4215,0.9903960824012756,"A colonel phoned a parent. As for the colonel,",0.43577703833580017,0.050511959940195084,8.627204895019531,2.1549205780029297
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,colonel,4215,0.9903960824012756,"A colonel challenged a parent. As for the colonel,",0.4745607376098633,0.02065471187233925,22.975908279418945,3.134446144104004
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,colonel,4215,0.9903960824012756,"A colonel surprised a parent. As for the colonel,",0.5217440128326416,0.0358777716755867,14.54226303100586,2.6770591735839844
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,colonel,4215,0.9903960824012756,"A colonel hypnotized a parent. As for the colonel,",0.4723125398159027,0.02497982606291771,18.907758712768555,2.939572334289551
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,colonel,4215,0.9903960824012756,"A colonel resurrected a parent. As for the colonel,",0.43026211857795715,0.030724868178367615,14.003708839416504,2.639322280883789
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,colonel,4215,0.9903960824012756,"A colonel agitated a parent. As for the colonel,",0.4390026330947876,0.02835705131292343,15.48125171661377,2.7396297454833984
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,colonel,4215,0.9903960824012756,"A colonel shamed a parent. As for the colonel,",0.4930303692817688,0.029386034235358238,16.777711868286133,2.820051431655884
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,colonel,4215,0.9903960824012756,"A colonel hated a parent. As for the colonel,",0.5596932172775269,0.02259867638349533,24.76663589477539,3.2094974517822266
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,colonel,4215,0.9903960824012756,"A colonel bothered a parent. As for the colonel,",0.44847220182418823,0.019701899960637093,22.76289176940918,3.125131607055664
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,colonel,4215,0.9903960824012756,"A colonel distracted a parent. As for the colonel,",0.45701101422309875,0.03247377276420593,14.073233604431152,2.6442747116088867
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,sergeant,3253,1.0011881589889526,"A sergeant acknowledged a parent. As for the sergeant,",0.3979039490222931,0.08005356788635254,4.970470905303955,1.603514552116394
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,sergeant,3253,1.0011881589889526,"A sergeant intrigued a parent. As for the sergeant,",0.40014317631721497,0.0553402416408062,7.230600357055664,1.9783220291137695
EleutherAI/pythia-2.8b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,sergeant,3253,1.0011881589889526,"A sergeant directed a parent. As for the sergeant,",0.416475385427475,0.09085201472043991,4.584107398986816,1.5225954055786133
