model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,frequency,lex_emb_norm,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds,log_frequency,profession_embedding_1,profession_embedding_2,profession_embedding_3,profession_embedding_4,profession_embedding_5,profession_embedding_6,profession_embedding_7,profession_embedding_8,profession_embedding_9,profession_embedding_10
allenai/Olmo-3-1025-7B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,colonel,4215,-1.054800612831841,"A colonel acknowledged a parent. As for the colonel,",0.3969298601150512,0.0143975112587213,27.569337844848636,3.316704273223877,0.48289800751821654,22216.67084361671,1862.3569924985572,1254.8819957727765,3469.8595786788055,794.8007771536508,308.8396332745807,2221.7299319335248,221.14105110689698,910.721772818015,-125.00820411439716
allenai/Olmo-3-1025-7B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,colonel,4215,-1.054800612831841,"A colonel intrigued a parent. As for the colonel,",0.5416845083236694,0.0132491094991564,40.88459777832031,3.7107534408569336,0.48289800751821654,22216.67084361671,1862.3569924985572,1254.8819957727765,3469.8595786788055,794.8007771536508,308.8396332745807,2221.7299319335248,221.14105110689698,910.721772818015,-125.00820411439716
allenai/Olmo-3-1025-7B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,colonel,4215,-1.054800612831841,"A colonel directed a parent. As for the colonel,",0.4391664564609527,0.0177060738205909,24.803152084350582,3.210970878601074,0.48289800751821654,22216.67084361671,1862.3569924985572,1254.8819957727765,3469.8595786788055,794.8007771536508,308.8396332745807,2221.7299319335248,221.14105110689698,910.721772818015,-125.00820411439716
allenai/Olmo-3-1025-7B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,colonel,4215,-1.054800612831841,"A colonel complimented a parent. As for the colonel,",0.4393081367015838,0.0164350513368845,26.729951858520508,3.285784721374512,0.48289800751821654,22216.67084361671,1862.3569924985572,1254.8819957727765,3469.8595786788055,794.8007771536508,308.8396332745807,2221.7299319335248,221.14105110689698,910.721772818015,-125.00820411439716
allenai/Olmo-3-1025-7B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,colonel,4215,-1.054800612831841,"A colonel commended a parent. As for the colonel,",0.3630743324756622,0.0159221738576889,22.803062438964844,3.126894950866699,0.48289800751821654,22216.67084361671,1862.3569924985572,1254.8819957727765,3469.8595786788055,794.8007771536508,308.8396332745807,2221.7299319335248,221.14105110689698,910.721772818015,-125.00820411439716
allenai/Olmo-3-1025-7B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,colonel,4215,-1.054800612831841,"A colonel alarmed a parent. As for the colonel,",0.494965136051178,0.0129078309983015,38.34611129760742,3.646653175354004,0.48289800751821654,22216.67084361671,1862.3569924985572,1254.8819957727765,3469.8595786788055,794.8007771536508,308.8396332745807,2221.7299319335248,221.14105110689698,910.721772818015,-125.00820411439716
allenai/Olmo-3-1025-7B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,colonel,4215,-1.054800612831841,"A colonel intimidated a parent. As for the colonel,",0.4814736843109131,0.0101846735924482,47.27433776855469,3.855967521667481,0.48289800751821654,22216.67084361671,1862.3569924985572,1254.8819957727765,3469.8595786788055,794.8007771536508,308.8396332745807,2221.7299319335248,221.14105110689698,910.721772818015,-125.00820411439716
allenai/Olmo-3-1025-7B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,colonel,4215,-1.054800612831841,"A colonel rushed a parent. As for the colonel,",0.5149202942848206,0.0146685875952243,35.10360336303711,3.5583038330078125,0.48289800751821654,22216.67084361671,1862.3569924985572,1254.8819957727765,3469.8595786788055,794.8007771536508,308.8396332745807,2221.7299319335248,221.14105110689698,910.721772818015,-125.00820411439716
allenai/Olmo-3-1025-7B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,colonel,4215,-1.054800612831841,"A colonel commanded a parent. As for the colonel,",0.5014561414718628,0.011608688160777,43.196624755859375,3.7657623291015625,0.48289800751821654,22216.67084361671,1862.3569924985572,1254.8819957727765,3469.8595786788055,794.8007771536508,308.8396332745807,2221.7299319335248,221.14105110689698,910.721772818015,-125.00820411439716
allenai/Olmo-3-1025-7B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,colonel,4215,-1.054800612831841,"A colonel disliked a parent. As for the colonel,",0.506251335144043,0.0109897460788488,46.06578826904297,3.8300704956054688,0.48289800751821654,22216.67084361671,1862.3569924985572,1254.8819957727765,3469.8595786788055,794.8007771536508,308.8396332745807,2221.7299319335248,221.14105110689698,910.721772818015,-125.00820411439716
