term,coef,std_err,t,p_value,ci_low,ci_high
Intercept,30.84985580174514,0.5993117842008707,51.47547005584196,0.0,29.675133425208436,32.02457817828184
C(tense)[T.past perfect],-0.18844808092750753,0.13787216635324046,-1.3668319423130495,0.17169805678891667,-0.4586939248878487,0.08179776303283365
C(tense)[T.present continuous],-0.29347391739047685,0.13787216635324104,-2.1285943722576315,0.03330375347601824,-0.5637197613508191,-0.023228073430134555
C(tense)[T.present perfect],-0.4555707644797688,0.13787216635324112,-3.3042982969641224,0.0009543302501785534,-0.7258166084401112,-0.18532492051942634
C(tense)[T.simple future],-0.2636539994686964,0.13787216635324137,-1.9123076574657587,0.055855384447042994,-0.5338998434290394,0.00659184449164657
C(tense)[T.simple past],-0.21522127823019654,0.13787216635324148,-1.5610205012575151,0.1185395814351526,-0.4854671221905397,0.055024565730146635
C(semantic_role)[T.patient],0.18462277402302496,0.1464848406612785,1.2603541307727124,0.20756084832050006,-0.10250493593460486,0.4717504839806548
C(syntactic_role)[T.subject],-0.42156300006765074,0.14336719470529088,-2.9404425533625456,0.00328233902179652,-0.7025797531524713,-0.14054624698283008
C(valence)[T.-val],0.20259341460599584,0.09024165780522721,2.2450098938038425,0.024781712012920624,0.025709032362583373,0.3794777968494083
C(dominance)[T.-dom],0.08723830138518672,0.13691910190281859,0.6371521589960915,0.5240352629694903,-0.1811394228990411,0.3556160256694146
C(tense)[T.past perfect]:C(semantic_role)[T.patient],-0.02061729431149925,0.07363379764327903,-0.27999770446962824,0.7794830485799532,-0.16494829537178124,0.12371370674878274
C(tense)[T.present continuous]:C(semantic_role)[T.patient],-0.01454734802247507,0.07363379764327903,-0.19756346254134685,0.8433892465596812,-0.15887834908275705,0.12978365303780692
C(tense)[T.present perfect]:C(semantic_role)[T.patient],-0.024069213867167517,0.0736337976432791,-0.32687725796476597,0.7437651908830641,-0.16840021492744964,0.12026178719311462
C(tense)[T.simple future]:C(semantic_role)[T.patient],0.03142509460453048,0.0736337976432792,0.4267754157780935,0.6695489148760077,-0.11290590645575184,0.17575609566481282
C(tense)[T.simple past]:C(semantic_role)[T.patient],0.08502120971679672,0.07363379764327893,1.1546492566998166,0.24825210765138223,-0.059309791343485074,0.2293522107770785
C(tense)[T.past perfect]:C(syntactic_role)[T.subject],-0.21612129211429076,0.07363379764327896,-2.935082788494715,0.0033395408611031257,-0.3604522931745726,-0.07179029105400891
C(tense)[T.present continuous]:C(syntactic_role)[T.subject],-0.061291122436515875,0.07363379764327888,-0.832377582009861,0.40520883430942334,-0.20562212349679757,0.0830398786237658
C(tense)[T.present perfect]:C(syntactic_role)[T.subject],-0.03758163452148366,0.0736337976432788,-0.5103856615347893,0.6097886579259472,-0.1819126355817652,0.10674936653879788
C(tense)[T.simple future]:C(syntactic_role)[T.subject],-0.19315834045415986,0.07363379764327906,-2.6232293679856187,0.008718693862702456,-0.3374893415144419,-0.04882733939387782
C(tense)[T.simple past]:C(syntactic_role)[T.subject],-0.01443023681641773,0.07363379764327918,-0.19597300802445883,0.8446338935450936,-0.15876123787670002,0.12990076424386457
C(tense)[T.past perfect]:C(valence)[T.-val],0.11186408996581211,0.07363379764327906,1.5191949016094586,0.1287340922873214,-0.03246691109446993,0.25619509102609417
C(tense)[T.present continuous]:C(valence)[T.-val],0.02438087463377741,0.07363379764327903,0.3311098356204746,0.7405660537879629,-0.11995012642650457,0.1687118756940594
C(tense)[T.present perfect]:C(valence)[T.-val],0.13337707519530562,0.07363379764327896,1.811356733784867,0.07010523576715465,-0.010953925864976233,0.27770807625558747
C(tense)[T.simple future]:C(valence)[T.-val],0.016453170776365916,0.07363379764327918,0.22344590803361417,0.8231914589361028,-0.1278778302839164,0.1607841718366482
C(tense)[T.simple past]:C(valence)[T.-val],0.12168960571289565,0.07363379764327899,1.6526324813834048,0.09842618676579871,-0.022641395347386253,0.26602060677317757
C(semantic_role)[T.patient]:C(syntactic_role)[T.subject],-0.029471460978195987,0.042512492890801605,-0.6932423618134307,0.4881679832261139,-0.11280100329275801,0.053858081336366034
C(semantic_role)[T.patient]:C(valence)[T.-val],0.049478785196944916,0.04251249289080163,1.1638645920867785,0.24449702679783675,-0.03385075711761716,0.132808327511507
C(semantic_role)[T.patient]:C(dominance)[T.-dom],-0.14312807718914328,0.04251249289080154,-3.366729811794029,0.0007625233293402814,-0.2264576195037052,-0.05979853487458138
