,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.44825161053209983,0.053321809049929836,0.0413244977140955
carpenter,2.036556633564066,0.033394217247268154,-0.18105772579089985
cashier,-0.2365243981554974,0.011193857829701491,-0.012687399507911711
ceo,-0.699094451811692,-0.03296653743299832,-0.09766843421257518
cleaner,-0.013142794841101754,-0.023576940667387355,-0.18625516151304006
cook,-0.32357086505707683,-0.028797616577270344,-0.06765793829064351
designer,-0.1273990927737937,0.030081611712486606,0.11683110614595248
driver,1.410958985889436,-0.051190562098792344,0.14750908473590707
lawyer,0.35528901685394615,0.05454123710465612,-0.045611799268491966
manager,0.6009830331822762,0.03638346524186086,0.43666524549859903
receptionist,-1.628574755003323,0.05579864203836158,-0.15474852508144554
salesperson,-0.2646878963957785,0.01805185862119442,0.20937826698072104
secretary,-0.8112936530079955,-0.1873334624219161,-0.19615889048627422
teacher,-0.7477513730524185,0.031098420351785366,-0.009862326929067286
