,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.4482462652029597,0.05333631774234874,0.041321333964312264
carpenter,2.0365548363876522,0.03341226823288089,-0.18106905479367225
cashier,-0.23652638192421105,0.011197116166132854,-0.012686981314237606
ceo,-0.6990926702165169,-0.032973823212249065,-0.09766560080549833
cleaner,-0.013141648160672157,-0.023577806177324374,-0.18625639010375863
cook,-0.3235685689396474,-0.028804137459209934,-0.06765641314023481
designer,-0.1274019843100092,0.030086321111022805,0.11683189297991524
driver,1.410969560197236,-0.051207823297645186,0.1475068606098241
lawyer,0.3552825134367525,0.0545587023799675,-0.04561560992365684
manager,0.6009838319430824,0.03638090811728954,0.4366664956051629
receptionist,-1.6285864049901013,0.055817140625939676,-0.15474567051251328
salesperson,-0.2646886922341735,0.018050035183487755,0.2093810567404346
secretary,-0.8112738307927088,-0.18738176600930523,-0.19615140194620448
teacher,-0.7477568255339339,0.031106546597620383,-0.009860517355367984
