,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.5914151164842245,0.007014878229273828,-0.10207089333776509
carpenter,2.7555394613084414,0.082699438383778,-0.15950286365224628
cashier,-1.0895763074769285,0.03973740196901458,-0.009116197734192588
ceo,0.7342571698510566,-0.006970356327383751,-0.0873744576738353
cleaner,-0.9362277563015705,-0.04791384306213173,0.3385072923570344
cook,-0.28116737894215765,0.030731893878915735,0.3541740969854532
designer,0.14135004500363924,0.005169235953624601,-0.003713788151390947
driver,1.125634623027528,-0.013946244536430459,-0.2429891199325752
lawyer,1.0376527778443827,0.03660840013838858,0.03988696637865265
manager,0.40287114835074544,-0.005645104614741954,-0.20132121021524815
receptionist,-1.8217541967237345,-0.044154714232434826,0.09383261131167801
salesperson,0.3323461412370177,-0.008094248162164804,-0.09425187383937493
secretary,-1.997991520781043,-0.018952811240636837,0.028477481064582782
teacher,-0.994349322906998,-0.05628392637760952,0.04546195644054174
