model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,frequency,lex_emb_norm,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds
Qwen/Qwen3-8B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,colonel,4215,1.2189314365386963,"A colonel acknowledged a parent. As for the colonel,",0.6164941191673279,0.013990274630486965,44.0659065246582,3.785686492919922
Qwen/Qwen3-8B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,colonel,4215,1.2189314365386963,"A colonel intrigued a parent. As for the colonel,",0.6662947535514832,0.01078369002789259,61.78726577758789,4.123697280883789
Qwen/Qwen3-8B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,colonel,4215,1.2189314365386963,"A colonel directed a parent. As for the colonel,",0.5950551629066467,0.016324123367667198,36.4525032043457,3.596010208129883
Qwen/Qwen3-8B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,colonel,4215,1.2189314365386963,"A colonel complimented a parent. As for the colonel,",0.4540184736251831,0.010465259663760662,43.383392333984375,3.7700767517089844
Qwen/Qwen3-8B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,colonel,4215,1.2189314365386963,"A colonel commended a parent. As for the colonel,",0.5457054972648621,0.008980728685855865,60.76405334472656,4.106998443603516
Qwen/Qwen3-8B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,colonel,4215,1.2189314365386963,"A colonel alarmed a parent. As for the colonel,",0.6554245352745056,0.013486801646649837,48.597476959228516,3.8835716247558594
Qwen/Qwen3-8B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,colonel,4215,1.2189314365386963,"A colonel intimidated a parent. As for the colonel,",0.6232845783233643,0.0122909527271986,50.71084213256836,3.9261398315429688
Qwen/Qwen3-8B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,colonel,4215,1.2189314365386963,"A colonel rushed a parent. As for the colonel,",0.622492790222168,0.030862905085086823,20.16961097717285,3.0041770935058594
Qwen/Qwen3-8B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,colonel,4215,1.2189314365386963,"A colonel commanded a parent. As for the colonel,",0.580912172794342,0.034407779574394226,16.88316535949707,2.826317071914673
Qwen/Qwen3-8B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,colonel,4215,1.2189314365386963,"A colonel disliked a parent. As for the colonel,",0.3455597460269928,0.005453194957226515,63.368309020996094,4.148963928222656
Qwen/Qwen3-8B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,colonel,4215,1.2189314365386963,"A colonel phoned a parent. As for the colonel,",0.543481707572937,0.009639770723879337,56.379112243652344,4.032098770141602
Qwen/Qwen3-8B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,colonel,4215,1.2189314365386963,"A colonel challenged a parent. As for the colonel,",0.6987689733505249,0.004402438178658485,158.72317504882812,5.067161560058594
Qwen/Qwen3-8B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,colonel,4215,1.2189314365386963,"A colonel surprised a parent. As for the colonel,",0.5630325078964233,0.007002396043390036,80.40569305419922,4.3870849609375
