feature,coefficient,nonzero
Intercept,0.0,False
C(semantic_role)[T.patient],-0.0,False
"C(valence, Treatment(reference='-val'))[T.+val]",-0.07199930537286804,True
"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0,False
C(syntactic_role)[T.subject],-0.20188913165907268,True
C(tense)[T.past perfect],0.0,False
C(tense)[T.present continuous],-0.0,False
C(tense)[T.present perfect],0.031164984963982928,True
C(tense)[T.simple future],0.12152440294117564,True
C(tense)[T.simple past],0.020878290835082688,True
"C(semantic_role)[T.patient]:C(valence, Treatment(reference='-val'))[T.+val]",-0.0,False
"C(semantic_role)[T.patient]:C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.001897013734764859,True
C(semantic_role)[T.patient]:C(syntactic_role)[T.subject],-0.03821167039989293,True
C(semantic_role)[T.patient]:C(tense)[T.past perfect],0.0,False
C(semantic_role)[T.patient]:C(tense)[T.present continuous],-0.0,False
C(semantic_role)[T.patient]:C(tense)[T.present perfect],0.0,False
C(semantic_role)[T.patient]:C(tense)[T.simple future],0.0,False
C(semantic_role)[T.patient]:C(tense)[T.simple past],0.0,False
"C(valence, Treatment(reference='-val'))[T.+val]:C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.0017290134980172283,True
"C(valence, Treatment(reference='-val'))[T.+val]:C(syntactic_role)[T.subject]",-0.0017443295228183444,True
"C(valence, Treatment(reference='-val'))[T.+val]:C(tense)[T.past perfect]",-0.0,False
"C(valence, Treatment(reference='-val'))[T.+val]:C(tense)[T.present continuous]",0.0,False
"C(valence, Treatment(reference='-val'))[T.+val]:C(tense)[T.present perfect]",-0.0,False
"C(valence, Treatment(reference='-val'))[T.+val]:C(tense)[T.simple future]",0.0,False
"C(valence, Treatment(reference='-val'))[T.+val]:C(tense)[T.simple past]",-0.0,False
"C(dominance, Treatment(reference='-dom'))[T.+dom]:C(syntactic_role)[T.subject]",-0.0,False
"C(dominance, Treatment(reference='-dom'))[T.+dom]:C(tense)[T.past perfect]",0.0038311317456400777,True
"C(dominance, Treatment(reference='-dom'))[T.+dom]:C(tense)[T.present continuous]",-0.0,False
"C(dominance, Treatment(reference='-dom'))[T.+dom]:C(tense)[T.present perfect]",0.01757951998944038,True
"C(dominance, Treatment(reference='-dom'))[T.+dom]:C(tense)[T.simple future]",0.012074671813152981,True
"C(dominance, Treatment(reference='-dom'))[T.+dom]:C(tense)[T.simple past]",0.0,False
C(syntactic_role)[T.subject]:C(tense)[T.past perfect],0.007423680731584905,True
C(syntactic_role)[T.subject]:C(tense)[T.present continuous],-0.020127109205491257,True
C(syntactic_role)[T.subject]:C(tense)[T.present perfect],0.0,False
C(syntactic_role)[T.subject]:C(tense)[T.simple future],0.0667543028023276,True
C(syntactic_role)[T.subject]:C(tense)[T.simple past],0.0,False
male_perc,0.9342028296934498,True
male_perc:C(semantic_role)[T.patient],0.03882339040367031,True
"male_perc:C(valence, Treatment(reference='-val'))[T.+val]",-0.002991514878817326,True
"male_perc:C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.0046710112041942215,True
male_perc:C(syntactic_role)[T.subject],0.07057263886346546,True
male_perc:C(tense)[T.past perfect],0.0,False
male_perc:C(tense)[T.present continuous],-0.00030025062841239965,True
male_perc:C(tense)[T.present perfect],-0.007916067230313845,True
male_perc:C(tense)[T.simple future],-0.023093225747561088,True
male_perc:C(tense)[T.simple past],0.0,False
