model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,frequency,lex_emb_norm,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,colonel,4215,1.2783894538879395,"A colonel acknowledged a parent. As for the colonel,",0.3881566524505615,0.021727224811911583,17.864990234375,2.882843017578125
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,colonel,4215,1.2783894538879395,"A colonel intrigued a parent. As for the colonel,",0.4984823167324066,0.02238457463681698,22.26900863647461,3.103195905685425
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,colonel,4215,1.2783894538879395,"A colonel directed a parent. As for the colonel,",0.42153504490852356,0.016541296616196632,25.483797073364258,3.2380428314208984
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,colonel,4215,1.2783894538879395,"A colonel complimented a parent. As for the colonel,",0.4596502482891083,0.014387315139174461,31.948299407958984,3.4641189575195312
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,colonel,4215,1.2783894538879395,"A colonel commended a parent. As for the colonel,",0.43716973066329956,0.009556489996612072,45.745845794677734,3.823101043701172
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,colonel,4215,1.2783894538879395,"A colonel alarmed a parent. As for the colonel,",0.44179242849349976,0.013767785392701626,32.08885192871094,3.468508720397949
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,colonel,4215,1.2783894538879395,"A colonel intimidated a parent. As for the colonel,",0.46404513716697693,0.017597375437617302,26.370134353637695,3.2722320556640625
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,colonel,4215,1.2783894538879395,"A colonel rushed a parent. As for the colonel,",0.43243029713630676,0.012704912573099136,34.03646469116211,3.527432441711426
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,colonel,4215,1.2783894538879395,"A colonel commanded a parent. As for the colonel,",0.43291035294532776,0.01476610079407692,29.31785011291504,3.3781964778900146
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,colonel,4215,1.2783894538879395,"A colonel disliked a parent. As for the colonel,",0.48390135169029236,0.020649438723921776,23.434114456176758,3.1541929244995117
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,colonel,4215,1.2783894538879395,"A colonel phoned a parent. As for the colonel,",0.4516923427581787,0.011152178049087524,40.50261306762695,3.701366424560547
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,colonel,4215,1.2783894538879395,"A colonel challenged a parent. As for the colonel,",0.46736961603164673,0.011163931339979172,41.86425018310547,3.7344322204589844
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,colonel,4215,1.2783894538879395,"A colonel surprised a parent. As for the colonel,",0.4979622960090637,0.009955422952771187,50.01919937133789,3.9124069213867188
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,colonel,4215,1.2783894538879395,"A colonel hypnotized a parent. As for the colonel,",0.5334603786468506,0.0073529393412172794,72.55062866210938,4.284284591674805
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,colonel,4215,1.2783894538879395,"A colonel resurrected a parent. As for the colonel,",0.40977415442466736,0.023841617628932,17.187347412109375,2.8441734313964844
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,colonel,4215,1.2783894538879395,"A colonel agitated a parent. As for the colonel,",0.43501773476600647,0.01568390242755413,27.736574172973633,3.322751998901367
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,colonel,4215,1.2783894538879395,"A colonel shamed a parent. As for the colonel,",0.4296148419380188,0.01969481259584427,21.8136043548584,3.082533836364746
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,colonel,4215,1.2783894538879395,"A colonel hated a parent. As for the colonel,",0.5886109471321106,0.011328320950269699,51.9592399597168,3.9504594802856445
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,colonel,4215,1.2783894538879395,"A colonel bothered a parent. As for the colonel,",0.4814291298389435,0.013892191462218761,34.654659271240234,3.5454320907592773
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,colonel,4215,1.2783894538879395,"A colonel distracted a parent. As for the colonel,",0.441960871219635,0.019238607957959175,22.97260093688965,3.1343021392822266
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,sergeant,3253,1.2942028045654297,"A sergeant acknowledged a parent. As for the sergeant,",0.3745647966861725,0.0631101131439209,5.935099124908447,1.7808837890625
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,sergeant,3253,1.2942028045654297,"A sergeant intrigued a parent. As for the sergeant,",0.48394569754600525,0.041545320302248,11.648621559143066,2.4551877975463867
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,sergeant,3253,1.2942028045654297,"A sergeant directed a parent. As for the sergeant,",0.40412887930870056,0.031317371875047684,12.904302597045898,2.557560920715332
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,sergeant,3253,1.2942028045654297,"A sergeant complimented a parent. As for the sergeant,",0.42013850808143616,0.04306852072477341,9.755118370056152,2.27779221534729
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,sergeant,3253,1.2942028045654297,"A sergeant commended a parent. As for the sergeant,",0.42804139852523804,0.025568746030330658,16.740806579589844,2.8178491592407227
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,sergeant,3253,1.2942028045654297,"A sergeant alarmed a parent. As for the sergeant,",0.43222787976264954,0.031253207474946976,13.829873085021973,2.6268310546875
