model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,frequency,lex_emb_norm,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds,log_frequency,profession_embedding_1,profession_embedding_2,profession_embedding_3,profession_embedding_4,profession_embedding_5,profession_embedding_6,profession_embedding_7,profession_embedding_8,profession_embedding_9,profession_embedding_10
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,colonel,4215,-1.5575832278263613,"A colonel acknowledged a parent. As for the colonel,",0.3381294012069702,0.0275189857929945,12.287131309509276,2.5085525512695312,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,colonel,4215,-1.5575832278263613,"A colonel intrigued a parent. As for the colonel,",0.5013539791107178,0.0294236112385988,17.039173126220703,2.835515022277832,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,colonel,4215,-1.5575832278263613,"A colonel directed a parent. As for the colonel,",0.343323141336441,0.0252031311392784,13.622241020202637,2.611703872680664,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,colonel,4215,-1.5575832278263613,"A colonel complimented a parent. As for the colonel,",0.3375818729400635,0.0248281545937061,13.596736907958984,2.609829902648926,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,colonel,4215,-1.5575832278263613,"A colonel commended a parent. As for the colonel,",0.2910307943820953,0.0316972136497497,9.181589126586914,2.21720027923584,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,colonel,4215,-1.5575832278263613,"A colonel alarmed a parent. As for the colonel,",0.4693204760551452,0.028231181204319,16.624189376831055,2.810858726501465,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,colonel,4215,-1.5575832278263613,"A colonel intimidated a parent. As for the colonel,",0.359039306640625,0.0302805863320827,11.85707950592041,2.4729251861572266,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,colonel,4215,-1.5575832278263613,"A colonel rushed a parent. As for the colonel,",0.3502611815929413,0.0256645269691944,13.647677421569824,2.6135692596435547,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,colonel,4215,-1.5575832278263613,"A colonel commanded a parent. As for the colonel,",0.3675859272480011,0.0047830240800976,76.85220336914062,4.341884136199951,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,colonel,4215,-1.5575832278263613,"A colonel disliked a parent. As for the colonel,",0.3190840482711792,0.011511068791151,27.71976089477539,3.322145462036133,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,colonel,4215,-1.5575832278263613,"A colonel phoned a parent. As for the colonel,",0.398893266916275,0.0194840002804994,20.472864151000977,3.0191004276275635,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,colonel,4215,-1.5575832278263613,"A colonel challenged a parent. As for the colonel,",0.3564914762973785,0.0288770347833633,12.345154762268066,2.513263702392578,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,colonel,4215,-1.5575832278263613,"A colonel surprised a parent. As for the colonel,",0.4579327404499054,0.0308665819466114,14.8358736038208,2.69704818725586,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,colonel,4215,-1.5575832278263613,"A colonel hypnotized a parent. As for the colonel,",0.4146228432655334,0.0558584220707416,7.422745227813721,2.004549026489258,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,colonel,4215,-1.5575832278263613,"A colonel resurrected a parent. As for the colonel,",0.3911950290203094,0.0310722459107637,12.589853286743164,2.532891273498535,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,colonel,4215,-1.5575832278263613,"A colonel agitated a parent. As for the colonel,",0.4255551695823669,0.0354297496378421,12.011239051818848,2.485842704772949,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,colonel,4215,-1.5575832278263613,"A colonel shamed a parent. As for the colonel,",0.3248000741004944,0.0267946794629097,12.12181282043457,2.495006561279297,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,colonel,4215,-1.5575832278263613,"A colonel hated a parent. As for the colonel,",0.3176021873950958,0.0109220119193196,29.07909393310547,3.3700194358825684,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,colonel,4215,-1.5575832278263613,"A colonel bothered a parent. As for the colonel,",0.4541155099868774,0.0201104655861854,22.581052780151367,3.1171112060546875,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,colonel,4215,-1.5575832278263613,"A colonel distracted a parent. As for the colonel,",0.4106809794902801,0.0352581441402435,11.647832870483398,2.455120086669922,0.48289800751821654,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,sergeant,3253,1.834386503976181,"A sergeant acknowledged a parent. As for the sergeant,",0.3179582953453064,0.0363573506474494,8.745365142822266,2.1685237884521484,0.35494800967390006,15.793379893309394,4.74085691967355,-0.3460627159200668,-2.283724193372217,0.20352156579985173,-1.3189564841102694,0.6086670121906274,-1.9680539124769252,-2.9725050901567154,-0.0021643297006326855
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,sergeant,3253,1.834386503976181,"A sergeant intrigued a parent. As for the sergeant,",0.4375808238983154,0.0193127542734146,22.657609939575195,3.1204957962036133,0.35494800967390006,15.793379893309394,4.74085691967355,-0.3460627159200668,-2.283724193372217,0.20352156579985173,-1.3189564841102694,0.6086670121906274,-1.9680539124769252,-2.9725050901567154,-0.0021643297006326855
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,sergeant,3253,1.834386503976181,"A sergeant directed a parent. As for the sergeant,",0.2639723122119903,0.0300978794693946,8.770462036132812,2.171389579772949,0.35494800967390006,15.793379893309394,4.74085691967355,-0.3460627159200668,-2.283724193372217,0.20352156579985173,-1.3189564841102694,0.6086670121906274,-1.9680539124769252,-2.9725050901567154,-0.0021643297006326855
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,sergeant,3253,1.834386503976181,"A sergeant complimented a parent. As for the sergeant,",0.2868583798408508,0.039906695485115,7.188226699829102,1.9724445343017576,0.35494800967390006,15.793379893309394,4.74085691967355,-0.3460627159200668,-2.283724193372217,0.20352156579985173,-1.3189564841102694,0.6086670121906274,-1.9680539124769252,-2.9725050901567154,-0.0021643297006326855
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,sergeant,3253,1.834386503976181,"A sergeant commended a parent. As for the sergeant,",0.2642917037010193,0.0413968600332737,6.384342193603516,1.8538484573364256,0.35494800967390006,15.793379893309394,4.74085691967355,-0.3460627159200668,-2.283724193372217,0.20352156579985173,-1.3189564841102694,0.6086670121906274,-1.9680539124769252,-2.9725050901567154,-0.0021643297006326855
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,sergeant,3253,1.834386503976181,"A sergeant alarmed a parent. As for the sergeant,",0.4061040878295898,0.0395291671156883,10.273530006408691,2.329570770263672,0.35494800967390006,15.793379893309394,4.74085691967355,-0.3460627159200668,-2.283724193372217,0.20352156579985173,-1.3189564841102694,0.6086670121906274,-1.9680539124769252,-2.9725050901567154,-0.0021643297006326855
allenai/Olmo-3-1125-32B,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,sergeant,3253,1.834386503976181,"A sergeant intimidated a parent. As for the sergeant,",0.3216574192047119,0.0446559824049472,7.203008651733398,1.9744988679885864,0.35494800967390006,15.793379893309394,4.74085691967355,-0.3460627159200668,-2.283724193372217,0.20352156579985173,-1.3189564841102694,0.6086670121906274,-1.9680539124769252,-2.9725050901567154,-0.0021643297006326855
