model_name,term,target_models,n_runs,mean_coef,std_coef,min_coef,max_coef,sign_consistency
full_mixed,C(dominance)[T.-dom],5,5,0.09628196503736795,0.07779846847906137,0.0121143159412226,0.1887863885788679,1.0
full_mixed,C(dominance)[T.-dom]:C(semantic_role)[T.patient],5,5,0.004488172039500919,0.041399770297817516,-0.061177571614584,0.0390279134114568,0.6
full_mixed,C(semantic_role)[T.patient],5,5,-6.228123919691796e-05,0.14032580130584815,-0.1461403798753069,0.1783857073105347,0.6
full_mixed,C(syntactic_role)[T.subject],5,5,-0.20991993016562463,0.16094055710007596,-0.4359026227676632,-0.0536751883370124,1.0
full_mixed,C(syntactic_role)[T.subject]:C(dominance)[T.-dom],5,5,0.01845009420100984,0.029918734145710967,-0.0155389694940475,0.0610345749627973,0.8
full_mixed,C(syntactic_role)[T.subject]:C(semantic_role)[T.patient],5,5,-0.057445988767438616,0.10746724739532272,-0.211888776506698,0.0618975440720358,0.6
full_mixed,C(syntactic_role)[T.subject]:C(valence)[T.-val],5,5,-0.03538917873131696,0.06341097778922361,-0.0926757812499997,0.0664184570312496,0.8
full_mixed,C(tense)[T.past perfect],5,5,0.0138757913981087,0.05024891385829679,-0.053854370117182,0.0584119524274647,0.6
full_mixed,C(tense)[T.past perfect]:C(dominance)[T.-dom],5,5,-0.03477135433179368,0.052048322443235,-0.0947675432477698,0.0176103864397283,0.6
full_mixed,C(tense)[T.past perfect]:C(semantic_role)[T.patient],5,5,0.000311036381461579,0.027701690095329842,-0.0310398646763414,0.0446245465959831,0.8
full_mixed,C(tense)[T.past perfect]:C(syntactic_role)[T.subject],5,5,0.022944043162984033,0.0800345522086562,-0.1008658272879484,0.1133765704466251,0.8
full_mixed,C(tense)[T.past perfect]:C(valence)[T.-val],5,5,0.011608670924614258,0.07733115988728424,-0.0711556570870571,0.0931893484933003,0.6
full_mixed,C(tense)[T.present continuous],5,5,0.071129923667616,0.10974099028025242,-0.0987718854631753,0.208617292131705,0.8
full_mixed,C(tense)[T.present continuous]:C(dominance)[T.-dom],5,5,-0.07332370206410226,0.03797596131399502,-0.1113351004464302,-0.0198625288751947,1.0
full_mixed,C(tense)[T.present continuous]:C(semantic_role)[T.patient],5,5,-0.0074621861969784,0.01836159651925747,-0.0239576067243326,0.0222734723772296,0.8
full_mixed,C(tense)[T.present continuous]:C(syntactic_role)[T.subject],5,5,0.03140242273881706,0.10117590349548047,-0.1258972167968771,0.1352042061941973,0.8
full_mixed,C(tense)[T.present continuous]:C(valence)[T.-val],5,5,-0.03682326334033974,0.03764385876180476,-0.0698146275111573,0.0246856689453085,0.8
full_mixed,C(tense)[T.present perfect],5,5,-0.005363459902538295,0.15180653206805203,-0.1500241738151636,0.1861456734793603,0.6
full_mixed,C(tense)[T.present perfect]:C(dominance)[T.-dom],5,5,-0.05734815336589292,0.04105772441105049,-0.0977979387555822,-0.0072239467075863,1.0
full_mixed,C(tense)[T.present perfect]:C(semantic_role)[T.patient],5,5,0.028622868520489,0.028096285095173746,-0.0091391427176362,0.0650922502790155,0.8
full_mixed,C(tense)[T.present perfect]:C(syntactic_role)[T.subject],5,5,0.05079873038671884,0.10842748820427878,-0.0772072928292436,0.1475755964006648,0.6
full_mixed,C(tense)[T.present perfect]:C(valence)[T.-val],5,5,0.0146153577336464,0.07355736620232861,-0.0668925193674746,0.0887407575334789,0.6
full_mixed,C(tense)[T.simple future],5,5,0.35100383539304003,0.17272375246818425,0.1323315374562547,0.5522395542689827,1.0
full_mixed,C(tense)[T.simple future]:C(dominance)[T.-dom],5,5,-0.11072318534129857,0.0916096110861162,-0.2188337053571435,0.0319300763627073,0.8
full_mixed,C(tense)[T.simple future]:C(semantic_role)[T.patient],5,5,0.04232444772999731,0.06445399608344943,-0.0262387407026836,0.1399047851562474,0.8
full_mixed,C(tense)[T.simple future]:C(syntactic_role)[T.subject],5,5,0.027606277064809316,0.17806006338374952,-0.1481794084821463,0.227995954241067,0.6
full_mixed,C(tense)[T.simple future]:C(valence)[T.-val],5,5,0.061689333265072296,0.05759771790023723,0.0269112723214317,0.1633745465959775,1.0
full_mixed,C(tense)[T.simple past],5,5,-0.014507901975040144,0.07594075003674083,-0.1448543003627288,0.0485386439732212,0.6
full_mixed,C(tense)[T.simple past]:C(dominance)[T.-dom],5,5,-0.01826787889030858,0.05686271272370846,-0.0956098284040197,0.0476189098174351,0.6
full_mixed,C(tense)[T.simple past]:C(semantic_role)[T.patient],5,5,-0.00469045570667106,0.04504340184385098,-0.0663992745535736,0.0390315907467864,0.6
full_mixed,C(tense)[T.simple past]:C(syntactic_role)[T.subject],5,5,0.05261029533835922,0.07043379702499449,-0.0568063113941336,0.1119881766183017,0.8
full_mixed,C(tense)[T.simple past]:C(valence)[T.-val],5,5,0.04336969360573932,0.08250982331456333,-0.0585959298270125,0.1146405901227649,0.6
full_mixed,C(valence)[T.-val],5,5,0.11123705719517121,0.07727513988308565,0.0125427246093799,0.2181287034795648,1.0
full_mixed,C(valence)[T.-val]:C(dominance)[T.-dom],5,5,-0.1547047995542627,0.10065983842707373,-0.277536156063989,-0.0239002046130949,1.0
full_mixed,C(valence)[T.-val]:C(semantic_role)[T.patient],5,5,0.018329371080457,0.025023903762299772,-0.0108015262941387,0.0385573614211295,0.6
full_mixed,Intercept,5,5,1.0819603328323428,0.21327688372318743,0.752145675745209,1.312736947200866,1.0
full_mixed_2,C(dominance)[T.-dom],5,5,0.12953527694716524,0.07440890559225258,0.0211456298828303,0.2280537923177104,1.0
full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.carpenter],5,5,0.02121303761998352,0.04543329508212196,-0.0430013020833272,0.0690104166666589,0.6
full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.cashier],5,5,-0.03960379745554614,0.054360638435187916,-0.121346028645827,0.0227024482691654,0.8
full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.ceo],5,5,0.0573613719189066,0.10589817239277895,-0.1176039476971129,0.1613688151041581,0.8
full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.cleaner],5,5,0.04783120301784468,0.06436497257950911,-0.0273132324218912,0.1269531249999914,0.8
full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.cook],5,5,-0.02174050525995434,0.0488490273946421,-0.0944519042968688,0.0433186848958179,0.8
full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.designer],5,5,-0.04564725408331036,0.044588727530881334,-0.0893107096354191,0.0220377604166509,0.8
full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.driver],5,5,0.02231369271873984,0.02668915141159993,-0.0217122395833272,0.0449381510416644,0.8
full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.lawyer],5,5,-0.01710403906802766,0.03706579911784234,-0.0593098958333358,0.0287760416666529,0.6
full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.manager],5,5,-0.008725799073780401,0.05151213138810745,-0.0907979329427023,0.040133618563411,0.6
full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.receptionist],5,5,-0.09712148464440559,0.07171377974293089,-0.1958730061848897,-0.0235229492187524,1.0
full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.salesperson],5,5,-0.01267963434570008,0.046562869055131434,-0.076928710937509,0.0367513020833174,0.6
full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.secretary],5,5,-0.26460023041669506,0.09605688658986614,-0.4125325520833274,-0.1600891113281271,1.0
full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.teacher],5,5,-0.0756257233887107,0.04527456196453404,-0.1361877441406188,-0.0218887894695727,1.0
full_mixed_2,C(profession)[T.carpenter],5,5,1.8677543515711854,0.304243198722078,1.4854188932726735,2.2818684895833323,1.0
full_mixed_2,C(profession)[T.cashier],5,5,-1.3577968828546318,0.47870912846056557,-1.836889648437531,-0.6298830552236928,1.0
full_mixed_2,C(profession)[T.ceo],5,5,-0.18750606126262717,0.5858840838222069,-1.1000709964172797,0.5045857747395858,0.6
