feature,coefficient,nonzero
Intercept,0.0,False
C(semantic_role)[T.patient],0.0,False
"C(valence, Treatment(reference='-val'))[T.+val]",0.023345356369687483,True
"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.07136128327420752,True
"C(semantic_role)[T.patient]:C(valence, Treatment(reference='-val'))[T.+val]",-0.010231060493942616,True
"C(semantic_role)[T.patient]:C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.011822628293234737,True
"C(valence, Treatment(reference='-val'))[T.+val]:C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.05097165181601894,True
male_perc,1.0664525504790971,True
male_perc:C(semantic_role)[T.patient],0.03613019394767588,True
"male_perc:C(valence, Treatment(reference='-val'))[T.+val]",-0.019360274126767513,True
"male_perc:C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.0,False
