,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.44816617223581207,0.05351247159872573,0.041308265998486825
carpenter,2.036595498625523,0.03355257543262511,-0.1812700678611426
cashier,-0.23655386182616425,0.01125453438251103,-0.012691585141911271
ceo,-0.6990519793661114,-0.03303725319465601,-0.09768827583787437
cleaner,-0.013081067568467289,-0.023589334033873626,-0.18636341877250673
cook,-0.3235236663026406,-0.028876909079154266,-0.06767516942650381
designer,-0.12747203480577723,0.030158148441334715,0.11689709563997958
driver,1.4110985749803975,-0.051520251308301436,0.14757292438028052
lawyer,0.355205923100169,0.05478037882070938,-0.045680940685329095
manager,0.6008971600381351,0.036314496673203085,0.43690561262116934
receptionist,-1.6287312251222676,0.056158151397603356,-0.1548106662119461
salesperson,-0.26475295680287364,0.018039300600788847,0.20951493574967844
secretary,-0.8109571105646994,-0.18800446905317394,-0.19616465985710038
teacher,-0.7478394265940446,0.031258159322029834,-0.009854050593556483
