feature,coefficient,nonzero
Intercept,0.0,False
C(tense)[T.past perfect],0.0353999349323346,True
C(tense)[T.present continuous],-0.023470054227214855,True
C(tense)[T.present perfect],0.00971245830895489,True
C(tense)[T.simple future],0.14675890812497105,True
C(tense)[T.simple past],0.016445376938966503,True
C(semantic_role)[T.patient],0.0,False
C(syntactic_role)[T.subject],-0.14927935344917995,True
"C(valence, Treatment(reference='-val'))[T.+val]",-0.009906681162491805,True
"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.013713838791168324,True
log_frequency,1.0878626292770817,True
lex_emb_norm,0.0010265060098163254,True
profession_embedding_1,-1.9546683235919147,True
profession_embedding_2,-0.8659442328799009,True
profession_embedding_3,0.12343356264639824,True
profession_embedding_4,-0.7904205604975035,True
profession_embedding_5,-0.1695378330599279,True
profession_embedding_6,-0.5985497327286391,True
profession_embedding_7,0.06679822412080746,True
profession_embedding_8,-0.0421273188811937,True
profession_embedding_9,0.03236048351463893,True
profession_embedding_10,0.27005452020424126,True
