model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,frequency,lex_emb_norm,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds,log_frequency,profession_embedding_1,profession_embedding_2,profession_embedding_3,profession_embedding_4,profession_embedding_5,profession_embedding_6,profession_embedding_7,profession_embedding_8,profession_embedding_9,profession_embedding_10
Qwen/Qwen3-4B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,colonel,4215,-1.432646806254396,"A colonel acknowledged a parent. As for the colonel,",0.4817036390304565,0.0290110483765602,16.604145050048828,2.809652328491211,0.48289800751821654,0.9692128171558778,0.18915312748513502,0.03703519729753932,0.029559672432008088,-0.004159514891670614,-0.003642411567653296,-0.042632875333688376,-0.01818139956784819,0.01363691640717112,-0.0019886663726420323
Qwen/Qwen3-4B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,colonel,4215,-1.432646806254396,"A colonel intrigued a parent. As for the colonel,",0.4284290075302124,0.0372265838086605,11.508684158325195,2.4431018829345703,0.48289800751821654,0.9692128171558778,0.18915312748513502,0.03703519729753932,0.029559672432008088,-0.004159514891670614,-0.003642411567653296,-0.042632875333688376,-0.01818139956784819,0.01363691640717112,-0.0019886663726420323
Qwen/Qwen3-4B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,colonel,4215,-1.432646806254396,"A colonel directed a parent. As for the colonel,",0.2854683995246887,0.027560506016016,10.357879638671877,2.337747573852539,0.48289800751821654,0.9692128171558778,0.18915312748513502,0.03703519729753932,0.029559672432008088,-0.004159514891670614,-0.003642411567653296,-0.042632875333688376,-0.01818139956784819,0.01363691640717112,-0.0019886663726420323
Qwen/Qwen3-4B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,colonel,4215,-1.432646806254396,"A colonel complimented a parent. As for the colonel,",0.3624317049980163,0.0260093417018651,13.934674263000488,2.634380340576172,0.48289800751821654,0.9692128171558778,0.18915312748513502,0.03703519729753932,0.029559672432008088,-0.004159514891670614,-0.003642411567653296,-0.042632875333688376,-0.01818139956784819,0.01363691640717112,-0.0019886663726420323
Qwen/Qwen3-4B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,colonel,4215,-1.432646806254396,"A colonel commended a parent. As for the colonel,",0.4066173732280731,0.026009552180767,15.63338565826416,2.749408721923828,0.48289800751821654,0.9692128171558778,0.18915312748513502,0.03703519729753932,0.029559672432008088,-0.004159514891670614,-0.003642411567653296,-0.042632875333688376,-0.01818139956784819,0.01363691640717112,-0.0019886663726420323
Qwen/Qwen3-4B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,colonel,4215,-1.432646806254396,"A colonel alarmed a parent. As for the colonel,",0.4119391143321991,0.0446755662560462,9.220680236816406,2.2214488983154297,0.48289800751821654,0.9692128171558778,0.18915312748513502,0.03703519729753932,0.029559672432008088,-0.004159514891670614,-0.003642411567653296,-0.042632875333688376,-0.01818139956784819,0.01363691640717112,-0.0019886663726420323
Qwen/Qwen3-4B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,colonel,4215,-1.432646806254396,"A colonel intimidated a parent. As for the colonel,",0.4238057136535644,0.0360854789614677,11.744494438171388,2.4633846282958984,0.48289800751821654,0.9692128171558778,0.18915312748513502,0.03703519729753932,0.029559672432008088,-0.004159514891670614,-0.003642411567653296,-0.042632875333688376,-0.01818139956784819,0.01363691640717112,-0.0019886663726420323
Qwen/Qwen3-4B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,colonel,4215,-1.432646806254396,"A colonel rushed a parent. As for the colonel,",0.4337248504161834,0.0322791710495948,13.436678886413574,2.5979881286621094,0.48289800751821654,0.9692128171558778,0.18915312748513502,0.03703519729753932,0.029559672432008088,-0.004159514891670614,-0.003642411567653296,-0.042632875333688376,-0.01818139956784819,0.01363691640717112,-0.0019886663726420323
Qwen/Qwen3-4B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,colonel,4215,-1.432646806254396,"A colonel commanded a parent. As for the colonel,",0.522454023361206,0.0196968540549278,26.52474594116211,3.278078079223633,0.48289800751821654,0.9692128171558778,0.18915312748513502,0.03703519729753932,0.029559672432008088,-0.004159514891670614,-0.003642411567653296,-0.042632875333688376,-0.01818139956784819,0.01363691640717112,-0.0019886663726420323
Qwen/Qwen3-4B-Base,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,colonel,4215,-1.432646806254396,"A colonel disliked a parent. As for the colonel,",0.4364159405231476,0.0182500667870044,23.913116455078125,3.174427032470703,0.48289800751821654,0.9692128171558778,0.18915312748513502,0.03703519729753932,0.029559672432008088,-0.004159514891670614,-0.003642411567653296,-0.042632875333688376,-0.01818139956784819,0.01363691640717112,-0.0019886663726420323
