predictor,unique_r2,relative_r2
"C(valence, Treatment(reference='-val'))",0.001074115529449693,0.2563174228639832
"C(tense):C(dominance, Treatment(reference='-dom'))",0.0009795063674705728,0.2337407298426717
C(semantic_role):C(syntactic_role),0.0009066775414265926,0.21636150340939755
male_perc:C(tense),0.0005227081978520509,0.12473445780265088
male_perc:C(semantic_role),0.00031755231458419075,0.07577787367101353
C(syntactic_role):C(tense),0.0002778573027324427,0.06630540738649002
C(semantic_role):C(tense),6.155109143968218e-05,0.014688007667450473
"male_perc:C(dominance, Treatment(reference='-dom'))",4.011237200418627e-05,0.009572061417212716
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",1.0487046433249603e-05,0.002502535939129963
"C(dominance, Treatment(reference='-dom'))",0.0,0.0
C(tense),0.0,0.0
C(syntactic_role),0.0,0.0
male_perc,0.0,0.0
